NO_OF_FRAMES	1501
NO_OF_CAMERAS	13
NO_OF_MARKERS	64
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-03-22, 10:59:44	7136.14803775
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	FWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RFSH	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LTOE	LMT1	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RTOE	RMT1	RMT5	RTHMB	RINDX	RPNKY	LTHMB	LINDX	LPNKY	LFRM	LFSH	RBHD	LBHD	RPLM	LPLM
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	FWT X	FWT Y	FWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RFSH X	RFSH Y	RFSH Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LTOE X	LTOE Y	LTOE Z	LMT1 X	LMT1 Y	LMT1 Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RTOE X	RTOE Y	RTOE Z	RMT1 X	RMT1 Y	RMT1 Z	RMT5 X	RMT5 Y	RMT5 Z	RTHMB X	RTHMB Y	RTHMB Z	RINDX X	RINDX Y	RINDX Z	RPNKY X	RPNKY Y	RPNKY Z	LTHMB X	LTHMB Y	LTHMB Z	LINDX X	LINDX Y	LINDX Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	LFSH X	LFSH Y	LFSH Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	RPLM X	RPLM Y	RPLM Z	LPLM X	LPLM Y	LPLM Z	
458	4.57000	01:04:04.20:02	187.613	1699.748	86.417	148.763	1647.130	139.429	139.683	1653.409	26.109	333.659	1423.324	89.674	374.066	1214.117	101.432	347.621	1084.590	90.828	365.839	1029.551	85.233	126.433	993.566	87.937	135.737	1136.338	83.748	148.916	1291.678	83.906	375.801	1288.737	179.507	264.153	1388.720	293.348	215.388	1258.390	297.535	332.119	1248.006	292.248	291.775	1017.031	244.577	251.784	1032.121	335.282	236.984	844.026	331.560	189.431	861.775	262.151	253.935	1377.910	-101.758	382.680	1298.217	17.085	218.415	1273.798	-98.062	349.178	1260.506	-96.406	186.776	1343.574	4.823	0.000	0.000	0.000	274.051	1038.149	-154.080	219.672	1000.525	-148.042	236.572	823.330	-163.844	186.785	843.875	-94.005	160.738	1001.707	193.358	167.592	994.380	-27.437	323.509	1029.473	204.512	347.484	1019.840	-32.117	183.496	797.106	248.457	316.699	879.231	248.431	270.854	450.238	223.541	279.421	444.847	118.298	261.305	310.090	196.298	294.466	42.607	222.614	359.657	9.484	183.251	136.008	-10.065	165.754	166.860	15.527	156.587	194.077	5.068	230.512	212.168	702.998	-82.114	312.034	891.235	-83.279	282.291	447.548	-56.797	289.207	449.758	46.105	273.647	305.751	-33.356	308.624	42.014	-38.605	366.008	9.709	-2.804	141.217	-14.365	9.214	168.901	15.262	4.453	203.598	5.846	-58.476	166.425	701.317	-84.553	196.816	654.806	-85.182	218.522	674.316	-114.634	170.796	706.053	250.002	218.565	654.842	250.866	245.197	677.557	282.122	200.480	993.539	306.674	176.716	1350.991	176.567	276.034	1576.539	3.024	294.365	1568.327	143.616	159.116	734.130	-151.127	176.907	733.231	318.552
459	4.58000	01:04:04.20:03	187.505	1699.710	86.490	148.690	1647.057	139.486	139.597	1653.355	26.171	333.660	1423.307	89.634	373.999	1214.111	101.407	347.569	1084.590	90.803	365.760	1029.519	85.182	126.355	993.578	87.897	135.633	1136.374	83.688	148.907	1291.687	83.831	375.766	1288.729	179.495	264.085	1388.704	293.298	215.305	1258.385	297.465	332.057	1247.999	292.201	291.731	1017.022	244.547	251.713	1032.108	335.259	236.928	844.006	331.503	189.388	861.778	262.067	253.998	1377.922	-101.802	382.685	1298.189	17.054	218.460	1273.820	-98.131	349.198	1260.511	-96.409	186.793	1343.608	4.772	0.000	0.000	0.000	274.053	1038.152	-154.074	219.668	1000.546	-148.058	236.505	823.325	-163.825	186.748	843.894	-93.987	160.684	1001.716	193.352	167.532	994.384	-27.466	323.433	1029.475	204.496	347.396	1019.854	-32.163	183.442	797.105	248.443	316.644	879.235	248.399	270.823	450.238	223.542	279.373	444.854	118.290	261.260	310.087	196.281	294.475	42.610	222.596	359.660	9.495	183.268	135.996	-10.076	165.746	166.867	15.506	156.586	194.074	5.077	230.526	212.179	703.013	-82.186	311.977	891.249	-83.311	282.281	447.543	-56.818	289.194	449.737	46.100	273.636	305.762	-33.371	308.610	42.048	-38.590	366.021	9.696	-2.819	141.218	-14.371	9.203	168.896	15.269	4.466	203.617	5.849	-58.490	166.334	701.354	-84.531	196.687	654.883	-85.062	218.428	674.350	-114.585	170.750	706.052	249.905	218.527	654.832	250.787	245.112	677.535	282.040	200.434	993.515	306.629	176.694	1351.036	176.511	275.986	1576.590	3.040	294.304	1568.329	143.658	159.025	734.142	-151.072	176.859	733.236	318.452
460	4.59000	01:04:04.21:00	187.389	1699.685	86.561	148.594	1646.980	139.545	139.532	1653.348	26.225	333.662	1423.283	89.617	373.931	1214.101	101.396	347.524	1084.602	90.806	365.706	1029.521	85.242	126.283	993.567	87.869	135.493	1136.426	83.625	148.905	1291.715	83.768	375.758	1288.703	179.507	264.004	1388.703	293.255	215.261	1258.395	297.456	331.963	1247.996	292.180	291.712	1016.998	244.532	251.671	1032.090	335.208	236.846	843.991	331.439	189.343	861.769	261.984	254.049	1377.948	-101.850	382.698	1298.173	17.031	218.505	1273.845	-98.190	349.236	1260.521	-96.451	186.806	1343.658	4.687	0.000	0.000	0.000	274.055	1038.141	-154.065	219.658	1000.572	-148.067	236.455	823.349	-163.801	186.691	843.908	-93.969	160.606	1001.719	193.307	167.491	994.380	-27.501	323.391	1029.483	204.471	347.350	1019.825	-32.206	183.386	797.112	248.432	316.591	879.242	248.394	270.741	450.253	223.554	279.342	444.856	118.286	261.244	310.081	196.261	294.464	42.615	222.600	359.652	9.508	183.245	135.992	-10.053	165.788	166.850	15.518	156.587	194.071	5.075	230.530	212.003	703.001	-82.104	311.932	891.253	-83.324	282.269	447.544	-56.833	289.158	449.748	46.094	273.623	305.746	-33.383	308.605	42.034	-38.602	366.012	9.693	-2.807	141.216	-14.365	9.221	168.905	15.269	4.459	203.594	5.834	-58.489	166.235	701.384	-84.552	196.533	654.933	-84.990	218.258	674.353	-114.513	170.699	706.052	249.766	218.479	654.848	250.666	245.060	677.557	281.903	200.404	993.502	306.570	176.648	1351.073	176.452	275.977	1576.636	3.097	294.253	1568.316	143.698	158.951	734.176	-151.044	176.795	733.216	318.321
461	4.60000	01:04:04.21:01	187.273	1699.643	86.674	148.516	1646.884	139.598	139.460	1653.302	26.290	333.692	1423.280	89.618	373.886	1214.078	101.386	347.464	1084.580	90.783	364.350	1026.417	91.976	126.379	993.457	87.413	135.379	1136.470	83.547	148.892	1291.737	83.715	375.744	1288.693	179.490	263.930	1388.690	293.207	215.210	1258.386	297.424	331.888	1248.004	292.166	291.688	1017.013	244.516	251.590	1032.089	335.160	236.775	843.983	331.388	189.308	861.758	261.876	254.113	1377.976	-101.901	382.679	1298.155	17.054	218.550	1273.873	-98.263	349.284	1260.498	-96.462	186.815	1343.697	4.620	0.000	0.000	0.000	274.053	1038.144	-154.056	219.659	1000.595	-148.073	236.426	823.349	-163.751	186.611	843.945	-93.966	160.551	1001.720	193.311	167.406	994.383	-27.506	323.352	1029.480	204.456	347.281	1019.825	-32.214	183.347	797.124	248.413	316.557	879.234	248.341	270.710	450.268	223.550	279.327	444.862	118.285	261.206	310.087	196.270	294.452	42.612	222.606	359.649	9.480	183.264	135.983	-10.035	165.786	166.849	15.508	156.589	194.071	5.079	230.541	212.010	703.015	-82.146	311.871	891.255	-83.338	282.239	447.535	-56.850	289.147	449.743	46.091	273.597	305.752	-33.389	308.605	42.024	-38.600	366.020	9.707	-2.824	141.209	-14.371	9.219	168.906	15.280	4.450	203.581	5.845	-58.477	166.109	701.430	-84.531	196.377	654.983	-84.891	218.132	674.394	-114.463	170.680	706.049	249.618	218.447	654.858	250.554	245.025	677.562	281.795	200.326	993.498	306.484	176.609	1351.095	176.380	275.931	1576.687	3.151	294.180	1568.306	143.767	158.873	734.219	-151.050	176.713	733.185	318.197
462	4.61000	01:04:04.21:02	187.147	1699.606	86.782	148.387	1646.773	139.678	139.362	1653.262	26.361	333.713	1423.287	89.585	373.829	1214.039	101.363	347.407	1084.582	90.760	364.280	1026.401	91.940	126.318	993.450	87.401	135.256	1136.509	83.492	148.893	1291.767	83.622	375.711	1288.673	179.482	263.843	1388.684	293.149	215.123	1258.357	297.367	331.815	1248.008	292.165	291.578	1017.007	244.487	251.494	1032.070	335.126	236.658	843.970	331.314	189.259	861.759	261.748	254.181	1377.984	-101.973	382.700	1298.083	17.069	218.589	1273.898	-98.325	349.331	1260.499	-96.469	186.837	1343.731	4.549	0.000	0.000	0.000	274.051	1038.137	-154.057	219.622	1000.592	-148.060	236.348	823.370	-163.732	186.540	843.969	-93.953	160.483	1001.704	193.295	167.346	994.361	-27.547	323.284	1029.472	204.449	347.207	1019.837	-32.288	183.305	797.122	248.394	316.495	879.241	248.355	270.682	450.250	223.533	279.298	444.858	118.277	261.189	310.079	196.255	294.459	42.610	222.607	359.640	9.500	183.233	135.976	-10.048	165.794	166.852	15.513	156.591	194.059	5.091	230.528	211.923	702.950	-82.216	311.800	891.246	-83.359	282.210	447.525	-56.841	289.144	449.744	46.075	273.581	305.758	-33.399	308.613	42.016	-38.610	366.009	9.707	-2.830	141.206	-14.372	9.204	168.897	15.262	4.459	203.588	5.828	-58.496	165.984	701.462	-84.494	196.201	655.029	-84.732	217.997	674.416	-114.401	170.661	706.043	249.458	218.399	654.843	250.440	244.946	677.541	281.686	200.262	993.478	306.410	176.577	1351.132	176.311	275.897	1576.744	3.203	294.136	1568.292	143.798	158.814	734.262	-151.036	176.629	733.159	318.052
463	4.62000	01:04:04.21:03	186.991	1699.555	86.888	148.247	1646.663	139.748	139.282	1653.226	26.423	333.729	1423.274	89.531	373.801	1214.020	101.343	347.372	1084.579	90.753	364.235	1026.410	91.920	126.259	993.451	87.391	135.159	1136.558	83.430	148.896	1291.786	83.532	375.686	1288.663	179.456	263.777	1388.686	293.104	215.049	1258.370	297.287	331.757	1248.023	292.134	291.556	1017.005	244.472	251.407	1032.062	335.065	236.556	843.955	331.232	189.215	861.739	261.619	254.273	1378.017	-102.036	382.649	1298.125	17.123	218.650	1273.939	-98.394	349.408	1260.487	-96.476	186.890	1343.750	4.475	0.000	0.000	0.000	274.071	1038.134	-154.066	219.636	1000.629	-148.092	236.300	823.372	-163.707	186.493	844.019	-93.923	160.449	1001.700	193.252	167.293	994.359	-27.560	323.237	1029.484	204.423	347.161	1019.850	-32.344	183.252	797.119	248.381	316.458	879.252	248.309	270.649	450.261	223.505	279.263	444.870	118.247	261.175	310.074	196.240	294.462	42.612	222.607	359.515	9.550	183.034	135.989	-10.065	165.762	166.848	15.514	156.595	194.077	5.067	230.519	211.992	702.932	-82.295	311.758	891.253	-83.386	282.186	447.528	-56.862	289.142	449.739	46.076	273.565	305.759	-33.400	308.591	42.016	-38.609	366.020	9.711	-2.823	141.215	-14.385	9.223	168.882	15.280	4.451	203.571	5.855	-58.519	165.884	701.490	-84.476	196.052	655.106	-84.616	217.921	674.440	-114.350	170.639	706.050	249.312	218.391	654.817	250.279	244.898	677.557	281.584	200.169	993.485	306.311	176.549	1351.165	176.248	275.877	1576.825	3.270	294.060	1568.299	143.857	158.717	734.280	-151.025	176.562	733.143	317.906
464	4.63000	01:04:04.22:00	186.848	1699.495	87.023	148.113	1646.525	139.824	139.170	1653.157	26.538	333.752	1423.278	89.494	373.761	1214.013	101.339	347.309	1084.583	90.733	364.188	1026.414	91.903	126.199	993.444	87.347	135.022	1136.605	83.361	148.899	1291.805	83.461	375.684	1288.661	179.450	263.691	1388.685	293.051	214.919	1258.366	297.180	331.650	1248.024	292.151	291.512	1017.003	244.442	251.292	1032.070	335.009	236.464	843.955	331.154	189.129	861.768	261.529	254.334	1378.032	-102.095	382.695	1298.170	17.115	218.683	1273.958	-98.467	349.456	1260.496	-96.525	186.931	1343.790	4.402	0.000	0.000	0.000	274.082	1038.133	-154.063	219.630	1000.632	-148.118	236.240	823.378	-163.656	186.385	844.063	-93.966	160.387	1001.721	193.251	167.229	994.368	-27.580	323.202	1029.461	204.406	347.087	1019.820	-32.405	183.225	797.116	248.360	316.397	879.249	248.313	270.672	450.227	223.469	279.262	444.847	118.239	261.169	310.089	196.225	294.461	42.617	222.605	359.634	9.499	183.245	135.990	-10.067	165.763	166.843	15.515	156.602	194.069	5.081	230.517	211.906	702.919	-82.249	311.699	891.258	-83.400	282.148	447.516	-56.857	289.137	449.742	46.075	273.552	305.735	-33.393	308.604	41.996	-38.593	366.027	9.703	-2.834	141.210	-14.374	9.208	168.899	15.276	4.460	203.579	5.835	-58.487	165.766	701.545	-84.453	195.901	655.139	-84.546	217.799	674.465	-114.282	170.602	706.050	249.161	218.349	654.799	250.164	244.822	677.559	281.513	200.090	993.478	306.225	176.478	1351.205	176.164	275.835	1576.909	3.316	293.979	1568.251	143.937	158.632	734.316	-151.020	176.442	733.122	317.752
465	4.64000	01:04:04.22:01	186.663	1699.436	87.168	147.952	1646.389	139.917	139.047	1653.127	26.600	333.758	1423.269	89.472	373.736	1214.015	101.319	347.263	1084.585	90.700	364.165	1026.387	91.856	126.140	993.428	87.316	134.928	1136.645	83.312	148.899	1291.815	83.362	375.659	1288.661	179.448	263.613	1388.706	293.010	214.821	1258.354	297.089	331.549	1248.047	292.154	291.467	1017.001	244.364	251.176	1032.073	334.930	236.355	843.940	331.067	189.061	861.757	261.426	254.415	1378.042	-102.166	382.443	1297.994	17.346	218.727	1273.982	-98.519	349.509	1260.508	-96.550	186.950	1343.808	4.347	0.000	0.000	0.000	274.079	1038.116	-154.089	219.639	1000.648	-148.137	236.173	823.380	-163.628	186.319	844.093	-93.949	160.325	1001.692	193.216	167.192	994.349	-27.635	323.167	1029.476	204.351	347.032	1019.822	-32.368	183.191	797.112	248.323	316.382	879.253	248.302	270.670	450.233	223.459	279.234	444.850	118.233	261.151	310.071	196.217	294.458	42.623	222.602	359.642	9.520	183.239	135.993	-10.063	165.751	166.837	15.510	156.577	194.074	5.067	230.523	211.812	702.901	-82.236	311.649	891.250	-83.411	282.125	447.506	-56.859	289.129	449.718	46.071	273.532	305.747	-33.417	308.582	42.009	-38.594	365.997	9.709	-2.839	141.203	-14.379	9.201	168.870	15.273	4.443	203.587	5.848	-58.492	165.630	701.588	-84.420	195.757	655.165	-84.483	217.633	674.494	-114.206	170.547	706.057	249.040	218.280	654.765	250.002	244.760	677.559	281.422	199.994	993.489	306.116	176.434	1351.224	176.066	275.795	1577.001	3.400	293.897	1568.246	144.019	158.552	734.336	-150.999	176.352	733.133	317.608
466	4.65000	01:04:04.22:02	186.457	1699.367	87.325	147.766	1646.245	139.983	138.946	1653.062	26.659	333.771	1423.288	89.407	373.679	1214.030	101.306	347.228	1084.595	90.694	364.132	1026.392	91.842	126.078	993.440	87.288	134.841	1136.708	83.251	148.912	1291.834	83.291	375.655	1288.698	179.441	263.529	1388.723	292.950	214.746	1258.376	297.021	331.480	1248.056	292.132	291.379	1017.008	244.304	251.059	1032.078	334.867	236.236	843.956	330.981	189.013	861.772	261.283	254.493	1378.054	-102.216	382.500	1298.026	17.313	218.781	1273.989	-98.588	349.572	1260.502	-96.597	186.992	1343.838	4.249	0.000	0.000	0.000	274.106	1038.111	-154.094	219.648	1000.651	-148.171	236.115	823.367	-163.603	186.281	844.118	-93.919	160.318	1001.712	193.201	167.159	994.365	-27.656	323.162	1029.448	204.318	346.999	1019.792	-32.438	183.176	797.105	248.302	316.349	879.264	248.261	270.643	450.240	223.439	279.215	444.844	118.202	261.135	310.085	196.208	294.454	42.627	222.595	359.649	9.520	183.234	135.979	-10.052	165.799	166.832	15.513	156.571	194.062	5.068	230.514	211.758	702.915	-82.236	311.624	891.230	-83.407	282.077	447.493	-56.873	289.109	449.729	46.055	273.526	305.738	-33.434	308.590	41.975	-38.591	366.002	9.703	-2.835	141.205	-14.377	9.223	168.896	15.275	4.466	203.571	5.834	-58.492	165.502	701.637	-84.385	195.620	655.205	-84.411	217.529	674.522	-114.144	170.486	706.058	248.930	218.220	654.780	249.899	244.665	677.553	281.351	199.900	993.507	306.026	176.406	1351.246	175.998	275.757	1577.078	3.482	293.762	1568.238	144.106	158.422	734.372	-150.973	176.280	733.135	317.474
467	4.66000	01:04:04.22:03	186.237	1699.300	87.477	147.556	1646.077	140.046	138.814	1653.021	26.734	333.797	1423.285	89.388	373.650	1214.032	101.275	347.204	1084.583	90.665	364.119	1026.378	91.804	126.030	993.427	87.254	134.714	1136.753	83.208	148.929	1291.854	83.184	375.649	1288.711	179.429	263.460	1388.739	292.894	214.642	1258.377	296.916	331.410	1248.092	292.122	291.331	1017.036	244.226	250.953	1032.095	334.771	236.142	843.986	330.868	188.936	861.786	261.181	254.543	1378.065	-102.283	382.561	1298.033	17.301	218.839	1274.006	-98.661	349.586	1260.482	-96.649	187.019	1343.847	4.182	0.000	0.000	0.000	274.127	1038.105	-154.119	219.630	1000.642	-148.176	236.065	823.364	-163.589	186.143	844.171	-93.990	160.269	1001.702	193.163	167.096	994.338	-27.696	323.129	1029.475	204.289	346.952	1019.763	-32.480	183.144	797.132	248.300	316.334	879.276	248.232	270.625	450.231	223.414	279.206	444.853	118.181	261.117	310.082	196.199	294.450	42.630	222.585	359.650	9.515	183.219	135.978	-10.051	165.770	166.817	15.513	156.601	194.067	5.071	230.503	211.717	702.894	-82.248	311.574	891.240	-83.444	282.047	447.496	-56.889	289.075	449.730	46.050	273.516	305.728	-33.450	308.577	42.016	-38.618	366.010	9.682	-2.854	141.211	-14.368	9.224	168.890	15.268	4.480	203.565	5.844	-58.511	165.398	701.672	-84.350	195.478	655.244	-84.367	217.383	674.522	-114.081	170.410	706.067	248.824	218.142	654.780	249.800	244.604	677.570	281.272	199.786	993.524	305.899	176.379	1351.285	175.901	275.696	1577.171	3.561	293.627	1568.183	144.209	158.356	734.390	-151.002	176.152	733.149	317.376
468	4.67000	01:04:04.23:00	185.989	1699.223	87.638	147.304	1645.906	140.131	138.682	1652.951	26.804	333.836	1423.279	89.335	373.641	1214.024	101.237	347.170	1084.582	90.634	364.064	1026.390	91.763	125.986	993.429	87.223	134.623	1136.812	83.114	148.978	1291.856	83.080	375.679	1288.713	179.409	263.389	1388.765	292.835	214.562	1258.396	296.830	331.305	1248.092	292.133	291.173	1017.069	244.120	250.827	1032.132	334.687	236.020	844.006	330.764	188.869	861.798	261.045	254.621	1378.069	-102.355	382.604	1298.000	17.286	218.904	1274.023	-98.734	349.638	1260.491	-96.701	187.102	1343.861	4.093	0.000	0.000	0.000	274.137	1038.085	-154.157	219.644	1000.663	-148.225	236.009	823.365	-163.573	186.127	844.190	-93.958	160.249	1001.697	193.119	167.053	994.344	-27.742	323.090	1029.464	204.258	346.900	1019.789	-32.601	183.141	797.129	248.268	316.335	879.260	248.195	270.604	450.249	223.435	279.154	444.851	118.154	261.115	310.080	196.192	294.445	42.629	222.571	359.506	9.574	182.954	135.978	-10.055	165.775	166.834	15.494	156.571	194.061	5.078	230.495	211.675	702.888	-82.254	311.541	891.227	-83.470	282.049	447.492	-56.899	289.062	449.709	46.045	273.496	305.719	-33.453	308.592	42.034	-38.614	366.020	9.700	-2.858	141.199	-14.380	9.222	168.876	15.280	4.455	203.570	5.844	-58.498	165.292	701.731	-84.310	195.339	655.267	-84.308	217.274	674.514	-114.042	170.370	706.065	248.665	218.085	654.794	249.706	244.506	677.598	281.184	199.704	993.546	305.771	176.356	1351.324	175.812	275.662	1577.279	3.674	293.469	1568.171	144.327	158.260	734.406	-150.988	176.071	733.163	317.262
469	4.68000	01:04:04.23:01	185.710	1699.115	87.822	147.051	1645.719	140.192	138.513	1652.860	26.888	333.877	1423.292	89.280	373.627	1214.003	101.207	347.171	1084.583	90.604	364.081	1026.385	91.746	125.932	993.432	87.198	134.536	1136.881	83.031	149.022	1291.886	83.005	375.698	1288.713	179.386	263.366	1388.776	292.786	214.509	1258.403	296.744	331.246	1248.101	292.103	291.127	1017.080	244.043	250.725	1032.153	334.609	235.914	844.022	330.660	188.786	861.819	260.939	254.696	1378.080	-102.422	382.653	1298.018	17.252	218.951	1274.021	-98.770	349.713	1260.472	-96.771	187.144	1343.876	3.990	0.000	0.000	0.000	274.145	1038.075	-154.199	219.650	1000.669	-148.240	235.920	823.355	-163.570	186.044	844.232	-93.972	160.203	1001.705	193.125	167.022	994.341	-27.767	323.086	1029.475	204.198	346.900	1019.789	-32.601	183.141	797.136	248.253	316.327	879.280	248.168	270.539	450.224	223.409	279.109	444.842	118.151	261.081	310.081	196.174	294.442	42.622	222.553	359.643	9.528	183.207	135.980	-10.057	165.777	166.812	15.502	156.585	194.089	5.071	230.504	211.601	702.912	-82.209	311.515	891.229	-83.496	282.035	447.481	-56.926	289.033	449.728	46.040	273.479	305.722	-33.462	308.576	41.981	-38.595	366.008	9.691	-2.836	141.202	-14.390	9.216	168.903	15.270	4.445	203.581	5.839	-58.506	165.180	701.765	-84.265	195.233	655.287	-84.278	217.152	674.535	-113.983	170.277	706.079	248.552	218.016	654.800	249.605	244.451	677.630	281.093	199.580	993.565	305.656	176.338	1351.362	175.733	275.585	1577.388	3.826	293.284	1568.113	144.469	158.197	734.451	-150.993	175.970	733.171	317.130
470	4.69000	01:04:04.23:02	185.393	1699.026	87.992	146.760	1645.517	140.280	138.316	1652.787	26.965	333.915	1423.285	89.212	373.632	1214.001	101.180	347.160	1084.582	90.559	364.072	1026.381	91.686	125.912	993.422	87.139	134.448	1136.940	82.971	149.068	1291.899	82.907	375.720	1288.733	179.373	263.315	1388.798	292.711	214.464	1258.450	296.665	331.194	1248.106	292.050	291.039	1017.088	243.982	250.609	1032.170	334.529	235.801	844.041	330.574	188.708	861.849	260.854	254.785	1378.090	-102.490	382.718	1298.021	17.217	219.009	1274.024	-98.863	349.778	1260.466	-96.821	187.205	1343.884	3.922	0.000	0.000	0.000	274.172	1038.064	-154.228	219.651	1000.680	-148.279	235.893	823.359	-163.585	186.032	844.261	-93.950	160.185	1001.716	193.122	167.013	994.328	-27.811	323.091	1029.488	204.194	346.892	1019.774	-32.581	183.123	797.153	248.232	316.315	879.291	248.157	270.579	450.238	223.377	279.090	444.869	118.119	261.084	310.082	196.173	294.438	42.628	222.555	359.637	9.553	183.218	135.990	-10.081	165.760	166.821	15.510	156.569	194.072	5.075	230.512	211.579	702.887	-82.271	311.485	891.230	-83.505	282.012	447.473	-56.931	289.014	449.707	46.005	273.455	305.729	-33.475	308.594	42.027	-38.632	366.001	9.711	-2.834	141.199	-14.392	9.213	168.892	15.270	4.448	203.561	5.845	-58.494	165.096	701.795	-84.252	195.120	655.318	-84.233	217.097	674.569	-113.968	170.210	706.104	248.410	217.967	654.838	249.507	244.390	677.649	281.008	199.490	993.583	305.557	176.311	1351.413	175.639	275.542	1577.514	3.969	293.057	1568.089	144.612	158.115	734.497	-150.982	175.842	733.194	316.991
471	4.70000	01:04:04.23:03	185.026	1698.917	88.199	146.399	1645.267	140.365	138.110	1652.685	27.055	333.976	1423.304	89.171	373.648	1214.012	101.130	347.170	1084.596	90.528	364.063	1026.387	91.671	125.866	993.440	87.148	134.342	1137.005	82.905	149.095	1291.921	82.814	375.730	1288.725	179.322	263.279	1388.819	292.638	214.413	1258.483	296.600	331.158	1248.110	292.012	291.035	1017.117	243.935	250.508	1032.189	334.427	235.684	844.057	330.494	188.619	861.892	260.734	254.868	1378.095	-102.570	382.804	1298.006	17.183	219.073	1274.042	-98.942	349.829	1260.481	-96.910	187.272	1343.892	3.858	0.000	0.000	0.000	274.211	1038.067	-154.269	219.671	1000.689	-148.311	235.832	823.357	-163.579	185.967	844.292	-93.966	160.162	1001.710	193.066	166.971	994.337	-27.823	323.090	1029.492	204.132	346.906	1019.776	-32.536	183.112	797.155	248.217	316.313	879.279	248.114	270.577	450.236	223.342	279.085	444.859	118.094	261.066	310.083	196.128	294.436	42.639	222.558	359.621	9.519	183.196	135.971	-10.079	165.774	166.813	15.529	156.568	194.057	5.077	230.507	211.521	702.878	-82.258	311.498	891.238	-83.518	282.006	447.476	-56.950	289.001	449.712	46.016	273.455	305.726	-33.483	308.570	42.007	-38.624	366.009	9.709	-2.854	141.199	-14.378	9.218	168.895	15.280	4.462	203.571	5.847	-58.506	165.011	701.842	-84.227	194.995	655.345	-84.189	217.000	674.573	-113.943	170.137	706.138	248.263	217.861	654.855	249.393	244.248	677.651	280.898	199.391	993.615	305.435	176.307	1351.456	175.557	275.463	1577.673	4.133	292.842	1568.077	144.754	158.036	734.519	-150.977	175.759	733.212	316.860
